employee_id,day,hours_worked,meetings_count,task_switches,break_minutes,output_score,burnout_risk_score,calculated_burnout_risk,burnout_level
66,73,6.3,1,6,52.4,40.2,36.2,6.799999999999997,Low
66,74,8.7,4,8,33.5,38.0,67.5,38.224999999999994,Medium
66,75,7.9,5,13,45.5,20.4,86.6,57.025000000000006,Medium
66,76,9.3,2,7,41.3,36.9,64.1,34.67500000000001,Medium
66,77,8.4,3,8,36.2,29.9,70.5,41.35000000000001,Medium
66,78,8.2,4,8,49.4,28.4,70.0,40.849999999999994,Medium
66,79,9.9,2,13,44.9,27.3,84.0,54.775000000000006,Medium
66,80,9.1,4,6,58.5,33.6,65.4,36.175,Medium
66,81,8.8,2,10,43.2,30.7,70.6,41.300000000000004,Medium
66,82,7.6,1,11,39.9,25.5,68.4,38.925,Medium
66,83,10.8,2,10,37.8,41.0,74.0,44.35000000000001,Medium
66,84,9.1,6,12,43.7,33.8,81.7,52.47500000000001,Medium
66,85,7.3,4,7,51.4,32.7,58.7,29.349999999999994,Low
66,86,7.2,2,6,48.7,39.8,45.5,16.025000000000006,Low
66,87,9.3,2,11,28.9,30.6,78.7,49.275000000000006,Medium
66,88,5.8,2,6,47.5,33.3,43.9,14.425000000000002,Low
66,89,9.1,3,9,36.7,33.0,72.8,43.625,Medium
66,90,7.2,0,11,44.0,34.2,53.5,24.299999999999997,Low
66,91,8.1,5,8,39.6,27.8,75.4,45.800000000000004,Medium
66,92,7.1,6,11,32.2,27.3,78.1,48.55,Medium
66,93,9.0,4,5,34.9,31.5,71.6,42.275,Medium
66,94,7.2,2,12,26.9,33.0,65.6,36.075,Medium
66,95,6.8,5,7,43.3,37.1,55.7,26.474999999999998,Low
66,96,7.6,4,11,40.6,28.3,72.7,43.449999999999996,Medium
66,97,6.3,2,7,46.5,34.8,46.6,17.475,Low
66,98,7.5,1,16,46.9,27.1,70.8,41.475,Medium
66,99,8.0,6,11,38.3,31.9,77.2,47.825,Medium
66,100,7.5,5,10,66.1,30.7,64.7,35.275000000000006,Medium
66,101,8.3,2,13,40.3,26.1,77.1,47.525000000000006,Medium
66,102,8.9,2,13,35.6,28.1,80.0,50.300000000000004,Medium
66,103,8.6,3,4,39.0,24.4,71.7,42.15,Medium
66,104,8.1,1,6,51.4,21.4,66.2,36.65,Medium
66,105,10.5,4,2,54.8,27.0,76.2,46.900000000000006,Medium
66,106,8.6,2,6,25.0,27.1,72.7,43.05,Medium
66,107,8.2,2,12,31.7,14.6,88.7,59.27499999999999,Medium
66,108,6.9,5,7,41.5,19.6,74.6,45.025,Medium
66,109,7.9,1,12,42.1,28.4,68.2,38.575,Medium
66,110,10.3,5,11,38.8,21.8,98.7,69.10000000000001,High
66,111,9.6,3,11,31.4,24.5,88.5,59.05,Medium
66,112,8.9,4,8,38.0,17.7,88.1,58.6,Medium
66,113,10.1,2,12,28.8,18.7,96.9,67.3,High
66,114,9.2,3,7,46.8,24.9,76.5,47.2,Medium
66,115,7.2,0,15,48.6,26.7,65.5,35.849999999999994,Medium
66,116,8.1,3,11,55.6,29.4,68.3,39.1,Medium
66,117,7.2,4,6,39.9,26.0,66.1,37.025000000000006,Medium
66,118,7.8,4,4,27.0,25.0,71.6,42.25,Medium
66,119,8.0,4,7,38.4,14.4,84.4,55.1,Medium
66,120,9.6,3,11,35.9,21.5,90.6,60.925,High
66,121,8.4,1,8,26.4,18.4,79.9,50.300000000000004,Medium
66,122,9.1,4,10,30.7,24.7,86.3,57.224999999999994,Medium
66,123,8.5,1,7,51.0,17.5,73.8,44.35,Medium
66,124,8.4,2,14,37.5,20.7,84.7,55.525,Medium
66,125,7.2,2,6,42.2,15.0,72.0,42.45,Medium
66,126,8.2,6,8,40.4,19.8,86.4,56.699999999999996,Medium
66,127,6.6,2,15,46.5,16.7,76.9,47.77499999999999,Medium
66,128,10.7,1,8,40.8,16.7,91.3,62.19999999999999,High
66,129,8.1,2,12,36.7,15.2,86.4,56.824999999999996,Medium
66,130,10.3,3,8,43.3,11.6,98.8,69.275,High
66,131,7.9,2,12,42.4,21.3,77.7,48.10000000000001,Medium
66,132,8.2,7,7,36.1,14.2,94.0,64.57499999999999,High
66,133,9.2,6,10,55.6,15.1,95.5,66.19999999999999,High
66,134,7.4,3,10,19.2,19.5,82.0,52.6,Medium
66,135,7.3,1,16,36.0,10.0,89.4,60.1,High
66,136,7.8,1,9,39.7,10.0,82.5,53.075,Medium
66,137,10.7,3,11,29.5,10.0,100.0,80.625,High
66,138,7.2,0,16,38.4,10.0,86.1,56.4,Medium
66,139,10.0,6,8,37.1,29.8,87.9,58.325,Medium
66,140,7.2,1,13,31.1,10.0,86.5,56.825,Medium
66,141,6.7,7,8,25.5,16.8,86.4,56.925000000000004,Medium
66,142,5.0,5,12,41.3,20.2,69.2,39.575,Medium
66,143,12.2,1,10,49.3,11.4,100.0,76.975,High
66,144,9.0,4,12,53.4,10.8,97.1,67.45,High
66,145,9.5,1,9,34.6,13.6,90.4,60.95,High
66,146,8.9,2,8,23.4,21.3,82.9,53.650000000000006,Medium
66,147,7.4,3,10,44.3,10.0,85.4,55.825,Medium
66,148,8.4,1,14,59.6,14.8,83.1,53.400000000000006,Medium
66,149,7.4,4,7,27.5,10.1,88.1,58.525,Medium
66,150,8.7,2,9,48.0,10.0,88.0,58.9,Medium
66,151,8.4,3,13,51.5,10.0,93.1,63.925000000000004,High
66,152,7.4,5,12,33.9,10.0,95.4,66.025,High
66,153,9.3,6,7,40.2,10.0,100.0,71.85000000000001,High
66,154,8.6,4,11,31.9,11.7,97.6,68.225,High
66,155,9.3,0,9,21.3,10.0,93.6,64.17500000000001,High
66,156,8.7,4,10,35.9,10.0,97.7,68.225,High
66,157,6.6,3,11,31.2,10.0,84.9,55.6,Medium
66,158,9.5,4,4,33.6,10.0,95.5,65.8,High
66,159,8.5,3,6,33.4,10.0,89.3,59.95,Medium
66,160,5.4,4,11,29.0,10.2,80.4,51.25,Medium
66,161,8.5,3,5,36.2,12.9,84.5,55.05,Medium
66,162,8.0,2,15,24.0,10.0,97.8,68.5,High
66,163,10.0,2,12,46.9,10.0,100.0,70.875,High
66,164,8.6,4,8,41.0,10.0,93.2,63.75,High
66,165,10.6,2,8,30.9,14.6,98.4,68.675,High
66,166,8.1,6,11,36.8,10.0,100.0,70.7,High
66,167,6.7,9,10,33.9,10.0,98.8,69.225,High
66,168,6.1,2,14,45.6,10.0,79.7,50.4,Medium
66,169,10.4,1,10,51.2,10.0,96.8,67.1,High
66,170,6.6,2,12,33.1,10.0,83.1,53.925,Medium
66,171,9.1,0,18,41.4,10.0,99.0,69.65,High
66,172,9.7,3,4,56.5,10.0,87.9,58.77499999999999,Medium
66,173,10.5,3,9,30.4,10.0,100.0,76.6,High
66,174,7.0,1,9,35.3,10.0,78.8,49.375,Medium
66,175,8.2,3,9,29.5,10.0,92.3,63.025,High
66,176,11.4,3,5,36.6,10.0,100.0,75.25,High
66,177,8.3,2,12,41.7,10.0,91.1,61.97500000000001,High
66,178,8.8,3,9,30.9,10.0,95.5,66.275,High
66,179,10.9,1,8,35.9,10.0,100.0,71.325,High
66,180,8.3,3,10,25.9,10.0,95.4,65.825,High
67,1,8.8,4,9,59.1,56.3,50.6,15.42500000000001,Low
67,2,6.5,4,8,57.7,61.3,30.6,0.0,Low
67,3,8.8,3,9,51.6,61.2,45.1,9.900000000000004,Low
67,4,10.0,1,13,54.1,57.2,55.5,20.674999999999997,Low
67,5,8.8,2,8,49.5,60.2,42.4,7.625,Low
67,6,7.7,2,11,36.5,47.9,55.3,20.475,Low
67,7,8.1,3,7,42.5,51.1,50.4,15.474999999999994,Low
67,8,10.3,2,15,39.5,64.8,58.6,23.625000000000007,Low
67,9,6.8,3,7,46.4,50.9,42.1,6.9,Low
67,10,8.2,2,8,43.6,54.3,46.4,11.399999999999997,Low
67,11,7.3,1,8,59.0,57.8,31.4,0.0,Low
67,12,8.0,5,13,63.6,49.1,59.5,24.4,Low
67,13,6.7,8,9,46.2,55.7,51.4,16.65,Low
67,14,8.1,1,4,39.9,48.9,44.6,9.424999999999999,Low
67,15,7.6,2,8,50.8,50.9,44.4,9.4,Low
67,16,8.5,3,6,38.5,49.3,54.4,19.375000000000004,Low
67,17,8.6,2,11,41.5,54.6,53.0,17.924999999999997,Low
67,18,7.2,2,7,42.5,53.4,40.4,5.275000000000002,Low
67,19,8.5,2,9,45.4,48.0,55.0,20.35,Low
67,20,9.6,5,17,52.2,48.7,77.7,42.45,Medium
67,21,9.1,2,13,51.2,54.0,56.9,21.7,Low
67,22,8.8,3,10,58.6,47.4,57.9,23.250000000000007,Low
67,23,7.1,6,11,45.0,43.3,64.3,29.35,Low
67,24,9.2,5,13,54.5,42.5,75.5,40.474999999999994,Medium
67,25,8.2,2,10,58.5,54.6,44.8,9.974999999999994,Low
67,26,8.5,2,10,43.2,53.2,51.9,16.999999999999996,Low
67,27,8.2,3,15,39.3,50.5,62.7,27.874999999999996,Low
67,28,8.3,1,9,42.6,62.2,38.1,3.150000000000004,Low
67,29,10.6,1,8,51.4,50.2,60.2,25.449999999999996,Low
67,30,6.5,1,14,46.7,47.8,47.5,12.225000000000001,Low
67,31,8.4,6,9,53.4,51.3,59.4,24.450000000000003,Low
67,32,7.5,4,11,38.3,51.3,55.6,20.425000000000004,Low
67,33,6.1,1,9,47.3,57.9,28.3,0.0,Low
67,34,9.2,4,9,55.6,44.9,64.8,30.1,Medium
67,35,7.1,6,12,51.7,43.2,64.1,29.074999999999996,Low
67,36,8.6,0,12,48.7,51.1,50.7,15.924999999999997,Low
67,37,6.6,3,4,52.1,44.9,41.3,6.375,Low
67,38,8.2,4,11,60.9,46.9,58.3,23.375,Low
67,39,7.9,5,12,54.2,47.8,61.1,26.150000000000006,Low
67,40,9.7,3,6,25.8,40.2,73.9,38.849999999999994,Medium
67,41,6.1,2,9,42.7,45.0,44.4,9.624999999999998,Low
67,42,7.8,0,10,43.5,39.0,56.9,21.924999999999997,Low
67,43,6.9,5,10,53.4,40.9,59.6,24.650000000000006,Low
67,44,7.0,3,9,46.4,40.8,55.7,20.800000000000004,Low
67,45,8.0,0,14,48.7,42.2,58.9,23.824999999999996,Low
67,46,8.4,1,11,40.0,49.0,55.0,20.200000000000003,Low
67,47,10.2,2,13,51.4,49.8,67.6,32.449999999999996,Medium
67,48,7.1,5,8,49.7,38.9,61.2,26.175,Low
67,49,6.9,0,14,39.1,57.2,39.5,4.624999999999998,Low
67,50,6.3,1,9,54.6,43.7,41.9,6.649999999999997,Low
67,51,6.5,3,15,42.6,33.1,69.2,34.25,Medium
67,52,5.6,5,12,47.5,47.6,49.2,14.224999999999998,Low
67,53,8.3,1,6,38.0,36.0,61.7,26.600000000000005,Low
67,54,6.6,7,7,34.3,44.8,60.1,24.825,Low
67,55,9.3,2,7,43.3,45.4,60.4,25.675000000000008,Low
67,56,8.4,4,13,42.3,41.8,71.8,36.92500000000001,Medium
67,57,6.6,1,7,53.2,38.5,46.4,11.399999999999997,Low
67,58,8.2,1,9,52.1,39.6,57.8,22.774999999999995,Low
67,59,7.8,5,13,36.7,45.0,69.2,34.025000000000006,Medium
67,60,9.0,3,12,36.3,38.2,77.1,41.825,Medium
67,61,6.3,0,13,45.1,40.4,50.1,15.025000000000002,Low
67,62,7.3,0,9,48.4,35.4,54.8,20.0,Low
67,63,8.1,1,11,53.1,45.8,53.0,18.325000000000003,Low
67,64,10.2,4,12,48.0,39.2,82.7,47.599999999999994,Medium
67,65,8.3,3,11,50.1,45.4,60.5,25.675000000000004,Low
67,66,8.6,3,8,28.0,41.4,67.8,33.1,Medium
67,67,7.6,4,7,51.2,40.8,58.1,23.099999999999998,Low
67,68,7.4,4,3,50.3,35.0,57.7,22.725,Low
67,69,8.7,6,12,49.5,28.1,89.1,54.324999999999996,Medium
67,70,9.9,3,11,44.4,28.0,89.4,54.1,Medium
67,71,8.7,2,5,47.1,28.8,70.1,35.12499999999999,Medium
67,72,7.3,4,10,32.0,35.4,70.3,35.4,Medium
67,73,7.5,2,11,44.4,36.1,64.0,29.1,Low
67,74,8.1,2,9,37.4,50.3,52.6,17.65,Low
67,75,9.7,2,14,40.7,39.2,78.9,44.02499999999999,Medium
67,76,7.6,1,10,47.3,31.7,64.7,29.575,Low
67,77,8.9,1,8,42.4,35.4,67.3,32.300000000000004,Medium
67,78,8.5,5,8,36.9,28.0,83.5,48.675,Medium
67,79,6.8,1,10,56.4,38.8,50.4,15.400000000000002,Low
67,80,9.2,2,9,42.8,31.8,76.2,41.4,Medium
67,81,6.9,1,8,39.4,28.1,63.2,28.35,Low
67,82,9.4,4,11,40.1,32.1,85.7,50.575,Medium
67,83,6.9,3,8,30.6,31.5,67.1,32.150000000000006,Medium
67,84,7.3,2,10,46.9,20.2,76.8,41.875,Medium
67,85,7.4,1,12,40.4,24.8,74.6,39.60000000000001,Medium
67,86,7.0,2,12,21.1,35.7,68.7,33.625,Medium
67,87,7.8,8,13,58.6,25.0,91.1,56.050000000000004,Medium
67,88,7.4,4,11,43.3,30.4,74.6,39.47500000000001,Medium
67,89,7.6,2,16,51.7,30.6,74.9,39.875,Medium
67,90,10.0,3,14,40.7,25.1,97.2,62.425,High
67,91,9.1,5,13,49.6,21.0,97.8,62.6,High
67,92,8.0,4,9,38.1,39.1,68.1,33.075,Medium
67,93,9.8,4,10,40.3,19.9,99.0,63.825,High
67,94,8.0,9,14,45.4,25.0,99.6,64.35,High
67,95,9.3,4,16,41.3,31.8,91.3,56.47500000000001,Medium
67,96,8.4,2,17,45.6,38.7,74.4,39.4,Medium
67,97,9.0,5,10,44.2,31.9,83.6,48.55,Medium
67,98,6.4,6,8,34.1,26.4,75.8,40.875,Medium
67,99,8.5,0,9,48.2,29.2,68.2,33.45,Medium
67,100,8.8,4,9,38.5,24.9,87.2,51.97500000000001,Medium
67,101,10.2,10,15,34.6,21.1,100.0,87.94999999999999,High
67,102,10.1,3,9,41.7,26.6,89.5,54.77499999999999,Medium
67,103,9.1,3,14,60.0,15.5,96.9,61.8,High
67,104,8.5,3,6,44.5,33.5,68.5,33.675,Medium
67,105,6.2,4,13,50.4,22.7,75.9,40.8,Medium
67,106,8.9,3,6,44.0,30.1,74.9,39.6,Medium
67,107,7.8,1,9,35.1,31.0,68.2,33.225,Medium
67,108,7.9,7,7,38.1,28.0,83.5,48.475,Medium
67,109,9.8,3,11,49.5,23.5,91.5,56.72500000000001,Medium
67,110,8.6,3,11,27.5,29.5,84.1,49.025,Medium
67,111,10.0,2,15,32.5,21.6,100.0,66.775,High
67,112,8.3,0,12,41.5,24.2,77.7,42.825,Medium
67,113,8.7,1,10,43.5,15.4,88.6,53.425,Medium
67,114,7.2,5,9,32.7,15.3,91.0,55.925000000000004,Medium
67,115,9.4,2,11,41.8,14.7,97.4,62.55,High
67,116,9.9,2,8,52.6,26.4,82.2,47.25000000000001,Medium
67,117,12.1,1,7,28.0,29.2,95.2,60.0,High
67,118,6.3,3,19,43.8,25.9,80.1,45.150000000000006,Medium
67,119,9.1,3,8,36.8,23.5,86.5,51.8,Medium
67,120,7.9,1,10,42.7,24.0,75.3,40.225,Medium
67,121,6.3,1,17,27.6,11.3,91.1,56.2,Medium
67,122,7.8,4,10,41.1,17.9,88.4,53.625,Medium
67,123,9.7,2,9,23.9,19.7,96.1,61.224999999999994,High
67,124,10.1,3,13,37.8,10.0,100.0,77.55,High
67,125,7.6,3,9,52.1,13.2,85.6,50.574999999999996,Medium
67,126,7.8,2,6,46.7,26.1,68.9,33.824999999999996,Medium
67,127,7.1,1,8,32.4,16.7,77.9,42.699999999999996,Medium
67,128,10.4,3,11,22.0,23.4,100.0,67.30000000000001,High
67,129,9.4,2,15,44.2,23.6,93.0,58.25,Medium
67,130,8.7,3,10,44.9,22.4,86.0,51.074999999999996,Medium
67,131,8.3,0,13,33.9,10.0,95.1,60.22500000000001,High
67,132,9.9,3,12,47.9,10.0,100.0,72.525,High
67,133,11.0,4,10,27.6,12.9,100.0,81.2,High
67,134,10.1,7,14,43.4,10.3,100.0,87.15,High
67,135,8.0,3,7,42.7,21.8,79.2,44.125,Medium
67,136,8.0,1,15,29.7,10.0,99.4,64.575,High
67,137,10.4,5,19,34.3,13.7,100.0,89.325,High
67,138,8.4,3,7,34.2,10.0,95.5,60.45,High
67,139,7.5,1,10,44.7,10.0,86.1,51.325,Medium
67,140,8.1,4,8,37.4,15.4,91.0,56.25,Medium
67,141,8.7,7,10,41.9,11.2,100.0,73.02499999999999,High
67,142,9.7,3,11,34.0,10.0,100.0,73.5,High
67,143,9.5,4,11,23.4,17.1,100.0,70.35,High
67,144,9.1,1,10,38.3,10.9,96.7,61.625,High
67,145,7.6,5,8,50.4,14.2,88.7,53.699999999999996,Medium
67,146,7.5,4,9,30.4,10.0,96.3,61.1,High
67,147,9.5,4,11,42.4,20.8,97.0,61.9,High
67,148,9.4,2,9,40.0,10.0,100.0,65.1,High
67,149,10.3,4,11,31.1,13.2,100.0,77.125,High
67,150,6.0,2,9,33.6,10.6,80.8,45.7,Medium
67,151,8.8,3,6,28.8,11.2,96.8,61.7,High
67,152,9.2,3,15,36.0,24.8,95.3,60.4,High
67,153,9.8,3,6,32.7,10.0,100.0,67.92500000000001,High
67,154,8.9,3,10,38.7,10.0,100.0,66.225,High
67,155,10.3,6,11,31.2,17.6,100.0,77.70000000000002,High
67,156,9.2,3,8,41.9,10.0,99.5,64.625,High
67,157,10.3,2,9,29.6,11.5,100.0,71.60000000000001,High
67,158,6.5,3,12,50.1,11.7,84.9,49.875,Medium
67,159,8.0,5,7,22.4,10.0,100.0,66.0,High
67,160,10.7,2,14,35.4,10.0,100.0,80.54999999999998,High
67,161,8.4,4,9,39.0,10.0,99.1,64.35,High
67,162,8.0,4,9,13.2,10.0,100.0,68.4,High
67,163,7.0,3,6,35.4,10.0,85.3,50.45,Medium
67,164,11.8,2,10,37.4,10.0,100.0,81.45,High
67,165,7.0,2,13,26.2,10.0,94.5,59.35,Medium
67,166,8.8,3,8,43.5,10.0,96.8,61.825,High
67,167,8.1,3,7,39.2,10.0,92.4,57.39999999999999,Medium
67,168,10.4,3,7,37.3,10.0,100.0,71.675,High
67,169,8.6,6,5,37.6,10.0,100.0,65.7,High
67,170,7.6,2,7,27.8,10.0,89.7,54.75,Medium
67,171,9.7,5,15,29.3,14.9,100.0,79.975,High
67,172,7.6,1,9,34.3,10.0,88.0,53.225,Medium
67,173,10.1,3,7,33.0,10.0,100.0,70.94999999999999,High
67,174,10.5,4,10,42.2,10.0,100.0,77.45,High
67,175,7.8,1,7,43.9,10.0,84.6,49.425,Medium
67,176,9.4,8,8,38.5,10.0,100.0,79.17500000000001,High
67,177,6.1,5,11,27.9,10.0,93.4,58.425,Medium
67,178,6.9,2,11,31.4,10.0,90.0,54.85,Medium
67,179,8.1,1,6,38.6,10.0,86.2,51.25,Medium
67,180,9.2,0,12,32.4,10.0,100.0,64.7,High
68,1,8.0,5,8,49.7,64.5,40.2,5.974999999999998,Low
68,2,9.3,1,17,54.0,62.1,51.2,16.800000000000004,Low
68,3,6.8,5,10,43.1,51.9,49.9,15.624999999999998,Low
68,4,8.8,4,9,45.2,58.9,50.9,16.300000000000008,Low
68,5,9.7,2,11,37.4,59.5,55.1,20.65,Low
68,6,7.5,2,10,36.8,58.8,41.6,7.0000000000000036,Low
68,7,8.4,2,8,48.6,60.0,40.1,5.650000000000004,Low
68,8,5.5,6,12,49.6,48.2,49.6,14.999999999999998,Low
68,9,5.1,3,8,44.7,53.1,31.0,0.0,Low
68,10,8.8,2,8,48.1,50.1,52.8,18.075000000000003,Low
68,11,8.9,4,12,50.6,48.9,63.7,29.450000000000003,Low
68,12,8.0,2,8,44.0,54.1,44.6,10.299999999999999,Low
68,13,8.9,4,9,40.6,60.3,51.1,16.650000000000006,Low
68,14,8.7,0,9,44.8,51.9,47.2,12.799999999999999,Low
68,15,9.2,4,10,47.3,61.3,51.4,17.075,Low
68,16,5.0,2,7,44.7,50.8,28.8,0.0,Low
68,17,9.6,2,8,39.0,50.4,59.4,24.85,Low
68,18,7.4,2,7,49.6,42.9,49.5,15.200000000000003,Low
68,19,7.8,3,6,50.0,47.2,48.7,14.399999999999997,Low
68,20,5.1,8,11,55.2,49.8,47.8,13.3,Low
68,21,9.3,4,11,42.5,47.9,67.9,33.57500000000001,Medium
68,22,7.8,2,10,43.0,53.6,47.2,12.449999999999996,Low
68,23,8.2,0,11,43.5,49.9,49.2,14.724999999999998,Low
68,24,7.5,3,9,41.6,52.9,47.6,12.900000000000004,Low
68,25,6.3,5,12,38.3,51.2,51.8,17.124999999999996,Low
68,26,9.2,2,13,43.0,52.9,59.7,25.45,Low
68,27,6.9,2,6,47.8,44.8,43.6,9.450000000000006,Low
68,28,9.3,3,11,46.7,55.6,56.8,22.325000000000003,Low
68,29,7.8,1,14,32.2,50.8,55.0,20.650000000000002,Low
68,30,8.9,3,8,54.1,43.1,61.4,26.675000000000004,Low
68,31,6.6,3,7,53.4,56.0,33.4,0.0,Low
68,32,7.2,2,7,37.2,49.5,45.0,10.5,Low
68,33,6.9,2,12,36.2,43.9,55.6,21.050000000000004,Low
68,34,8.2,0,8,61.5,46.5,44.1,9.724999999999996,Low
68,35,9.7,2,3,54.7,46.7,53.3,18.72499999999999,Low
68,36,7.4,3,6,33.7,47.3,50.7,15.975000000000005,Low
68,37,6.7,2,5,47.7,49.0,37.1,2.7750000000000004,Low
68,38,8.5,1,11,48.3,48.3,53.9,19.425000000000004,Low
68,39,8.8,6,15,49.9,54.3,66.9,32.525000000000006,Medium
68,40,7.5,1,7,49.5,49.1,41.5,7.124999999999998,Low
68,41,9.6,4,14,48.0,48.8,71.6,37.0,Medium
68,42,6.0,6,4,45.7,43.7,47.7,13.074999999999996,Low
68,43,7.7,5,7,61.8,51.1,47.5,13.25,Low
68,44,9.2,3,8,63.7,41.0,62.4,28.174999999999994,Low
68,45,7.6,3,7,53.2,35.1,60.1,25.799999999999997,Low
68,46,8.5,5,8,35.3,40.0,71.8,37.075,Medium
68,47,8.0,2,10,53.0,56.2,42.8,8.549999999999997,Low
68,48,6.0,2,2,37.1,41.7,39.3,4.6249999999999964,Low
68,49,9.1,5,8,43.0,36.5,76.9,42.25,Medium
68,50,7.6,6,10,44.3,35.1,74.1,39.425,Medium
68,51,7.5,2,14,53.6,39.8,61.5,27.0,Low
68,52,9.5,4,12,39.4,52.0,67.5,32.75,Medium
68,53,8.2,3,8,30.9,41.2,64.8,30.17499999999999,Medium
68,54,7.4,1,8,28.2,43.3,53.6,18.950000000000006,Low
68,55,8.8,2,9,40.7,32.6,73.0,38.72500000000001,Medium
68,56,8.7,1,9,21.8,33.8,73.4,39.150000000000006,Medium
68,57,7.1,9,9,38.5,38.9,74.9,40.275,Medium
68,58,6.3,4,10,49.2,30.1,64.7,30.4,Medium
68,59,8.2,0,5,50.1,37.8,51.9,17.375,Low
68,60,7.1,6,12,43.8,39.4,69.5,34.85,Medium
68,61,10.6,0,9,43.6,27.0,83.8,49.4,Medium
68,62,8.1,3,11,47.6,36.9,67.9,33.6,Medium
68,63,9.3,3,10,35.5,47.5,66.4,31.925000000000004,Medium
68,64,7.4,0,12,32.4,38.3,60.1,25.60000000000001,Low
68,65,8.5,4,3,23.4,35.7,69.8,35.349999999999994,Medium
68,66,8.3,2,16,29.7,53.3,61.5,26.875000000000007,Low
68,67,9.1,5,8,57.7,34.6,74.8,40.474999999999994,Medium
68,68,8.1,7,14,37.4,34.6,86.7,52.349999999999994,Medium
68,69,9.4,1,15,48.8,45.2,67.3,33.0,Medium
68,70,8.3,1,13,35.7,34.4,72.1,37.87500000000001,Medium
68,71,9.1,5,7,39.0,29.7,83.4,48.75,Medium
68,72,8.7,7,9,49.3,33.5,81.9,47.575,Medium
68,73,8.3,5,11,35.5,40.3,74.1,39.42500000000001,Medium
68,74,7.3,5,4,54.6,37.6,56.6,22.25,Low
68,75,7.7,5,9,29.1,32.2,77.6,42.925,Medium
68,76,8.8,2,12,45.8,40.8,67.8,33.150000000000006,Medium
68,77,11.0,3,8,41.4,33.2,86.9,52.349999999999994,Medium
68,78,8.6,2,7,30.7,15.9,88.8,54.125,Medium
68,79,8.2,4,10,46.0,37.9,69.3,34.8,Medium
68,80,9.8,3,10,42.4,18.0,97.0,62.7,High
68,81,7.9,5,11,35.2,36.1,76.0,41.3,Medium
68,82,8.6,2,13,35.8,28.3,82.7,48.25,Medium
68,83,8.6,2,5,52.5,38.5,57.8,23.474999999999998,Low
68,84,8.6,0,11,40.6,27.8,74.4,39.95,Medium
68,85,10.9,3,17,42.3,30.7,100.0,65.725,High
68,86,7.1,5,13,38.3,27.2,81.7,47.224999999999994,Medium
68,87,8.8,6,15,52.5,36.8,84.1,49.37500000000001,Medium
68,88,9.4,1,9,39.1,31.1,76.2,41.725,Medium
68,89,8.5,1,14,37.9,22.8,86.0,51.425000000000004,Medium
68,90,6.8,4,10,32.1,22.5,79.6,45.275,Medium
68,91,8.1,4,9,31.4,30.9,78.0,43.55,Medium
68,92,5.4,1,4,36.1,33.9,43.5,9.175000000000004,Low
68,93,6.3,4,9,34.4,20.1,77.1,42.8,Medium
68,94,8.0,6,8,45.2,23.9,84.9,50.2,Medium
68,95,7.9,7,9,27.5,30.0,85.9,51.725,Medium
68,96,10.0,1,6,42.2,29.1,77.1,42.65,Medium
68,97,8.2,5,8,52.6,24.0,81.3,46.949999999999996,Medium
68,98,7.8,3,9,47.3,31.0,69.8,35.175,Medium
68,99,7.6,1,17,55.5,20.4,82.6,47.925,Medium
68,100,9.7,5,8,41.9,20.2,97.0,62.42499999999999,High
68,101,7.2,4,9,39.8,26.0,75.6,40.95,Medium
68,102,9.0,4,15,45.1,23.0,95.9,61.225,High
68,103,8.0,1,10,44.7,22.8,75.9,41.525000000000006,Medium
68,104,8.3,2,10,30.9,31.7,74.7,40.37500000000001,Medium
68,105,7.5,1,7,36.1,31.4,62.5,28.175,Low
68,106,7.8,2,10,50.4,26.8,71.8,37.4,Medium
68,107,8.7,3,7,46.2,19.0,84.8,50.25,Medium
68,108,8.4,7,17,15.0,27.8,100.0,70.45,High
68,109,7.9,0,10,47.2,24.9,69.9,35.7,Medium
68,110,6.8,2,7,53.4,14.8,72.9,38.75,Medium
68,111,6.1,3,10,35.5,24.1,70.5,36.125,Medium
68,112,7.6,5,11,37.8,17.4,91.8,57.55,Medium
68,113,7.9,4,12,36.7,15.0,95.3,60.825,High
68,114,7.5,2,10,21.2,21.6,82.4,48.099999999999994,Medium
68,115,7.9,2,9,37.6,14.7,86.7,52.0,Medium
68,116,8.4,0,8,41.2,10.0,87.2,52.5,Medium
68,117,8.1,0,11,30.7,17.4,84.1,49.825,Medium
68,118,8.4,3,5,45.0,24.9,74.7,40.25,Medium
68,119,9.9,7,3,44.4,25.6,90.8,56.1,Medium
68,120,8.6,1,7,43.0,24.4,74.6,40.05,Medium
68,121,8.0,1,14,33.8,19.7,87.0,52.55,Medium
68,122,10.2,4,6,39.5,17.6,98.1,63.52499999999999,High
68,123,10.6,4,6,36.0,28.3,90.3,56.099999999999994,Medium
68,124,7.1,3,7,43.8,10.0,84.4,50.25,Medium
68,125,8.6,3,14,51.2,21.6,89.2,54.89999999999999,Medium
68,126,8.7,4,10,44.8,22.9,87.9,53.099999999999994,Medium
68,127,9.1,1,13,34.5,23.9,88.2,53.475,Medium
68,128,8.0,2,18,39.7,16.6,96.1,61.875,High
68,129,7.7,2,10,28.4,10.0,93.8,59.1,Medium
68,130,7.1,1,11,40.9,25.1,70.8,36.074999999999996,Medium
68,131,6.6,2,13,39.6,22.0,76.2,41.6,Medium
68,132,7.7,0,5,53.6,12.7,73.0,38.599999999999994,Medium
68,133,8.2,5,7,37.5,20.9,87.2,52.525,Medium
