employee_id,day,hours_worked,meetings_count,task_switches,break_minutes,output_score,burnout_risk_score
63,46,7,5,8,36.9,47.5,53
63,47,8.6,1,11,41,39.3,63.4
63,48,7.2,3,9,44.6,40.6,55.1
63,49,6.9,4,12,43.7,48.2,52.7
63,50,9.6,2,18,47.4,43,75.5
63,51,8.5,2,8,48.4,38.8,60.5
63,52,8,5,5,34.1,46.4,56.6
63,53,7.3,3,7,55.1,39.1,52.4
63,54,10.5,1,17,51.1,40.2,79.4
63,55,8.8,3,11,39.3,40.7,68.5
63,56,9.5,2,9,33.5,36.2,73.6
63,57,10.4,3,16,55.3,45.6,75.8
63,58,8.3,2,10,34.7,41.5,62.5
63,59,8.2,3,5,42,37.5,59.9
63,60,8.2,5,10,60.4,42.9,61.4
63,61,5.8,2,7,32.4,50.1,35.4
63,62,7.6,2,11,46.7,36.9,60.9
63,63,8.3,3,8,42.5,37.4,64.5
63,64,8.3,1,14,42,38.7,66
63,65,7.5,1,9,45.8,32.7,59.7
63,66,7.2,3,8,56.4,37.9,53.5
63,67,8.8,3,13,47.7,34.3,75.5
63,68,8.6,4,9,35.6,33.8,75.3
63,69,6,3,10,54.8,41.4,46
63,70,10.4,2,15,50.7,35.6,83.1
63,71,8,2,9,45.1,43.4,54.7
63,72,7.1,2,6,40.8,39,50.7
63,73,8.8,2,12,48.8,35.8,69.9
63,74,8.6,4,10,42.8,28.1,80.3
63,75,6.2,2,2,41,37.5,41.8
63,76,9,4,13,44.2,18.5,95.8
63,77,8.1,3,4,42.2,31.6,64
63,78,6.6,7,6,40.9,33.4,66
63,79,9.8,2,10,45.7,35.1,74.7
63,80,6.9,5,12,47.8,42.2,59.8
63,81,7,5,10,36.3,34.4,68.7
63,82,8.6,2,15,34.9,30.1,81.8
63,83,7,2,4,37.6,33.9,53.4
63,84,11.7,3,11,38.3,32.8,94.5
63,85,7.7,1,8,53.7,29.4,60.9
63,86,9.4,2,8,47.9,31.3,73.2
63,87,10.2,3,8,48.9,27.4,84.2
63,88,8.6,1,2,41.7,30.6,60.1
63,89,9,2,12,42.3,37.4,71.3
63,90,8.9,5,10,37.7,32.9,81.5
63,91,9.2,3,9,39.4,22.7,86.5
63,92,6.7,2,7,30.6,33.1,58
63,93,9,4,10,53.1,34.4,73.8
63,94,12.4,4,6,43.5,31,95
63,95,8.2,5,13,44.6,26.1,86
63,96,7.3,3,9,44.2,25.5,71.3
63,97,7.7,2,9,47.7,33.2,62.4
63,98,7.5,6,13,47.4,30.7,79.2
63,99,7.8,2,14,53.9,38.6,62.9
63,100,9.5,1,11,60,22,81.2
63,101,8,2,6,37.1,31.7,64.3
63,102,9.9,0,4,27.8,22.9,79.6
63,103,6.8,1,4,41.4,28.7,53.8
63,104,9.2,3,7,34.8,19.8,87.8
63,105,8.3,2,11,45.8,30.8,71.5
63,106,5.9,2,7,40.3,12.3,71.6
63,107,10.2,5,5,44.3,16,97.7
63,108,8.9,0,9,47.4,18.3,79.4
63,109,9.9,6,11,49.3,23.2,97.6
63,110,8.3,6,10,33.2,14,100
63,111,7.6,6,10,56.2,18.5,85.8
63,112,10.2,2,8,41.3,16.9,94.2
63,113,9.4,3,11,43.8,31,80.7
63,114,7.3,6,15,35,11.4,100
63,115,8.4,5,13,35,19.7,95.8
63,116,9,3,9,35.8,25.7,83
63,117,7.8,5,13,46.2,23.4,85.7
63,118,10.4,4,12,39.9,22.7,100
63,119,10.7,4,6,43.8,22.7,92.8
63,120,6.5,1,7,42.3,13.4,71.3
63,121,8.6,4,12,32.9,20.6,93
63,122,8.6,6,9,31.4,19.4,95.5
63,123,12.1,1,14,35.1,15.9,100
63,124,9,8,14,31,28.1,100
63,125,8.6,2,12,44.6,19,86.7
63,126,10.2,1,9,56.7,15.2,90.7
63,127,6.4,5,12,41.8,17.2,83.8
63,128,9,2,12,34.8,11.5,99
63,129,9.9,2,7,39.6,14.5,93.8
63,130,7.6,5,14,48.3,27,81.7
63,131,7,4,10,23.3,13.9,89.7
63,132,8.3,1,13,33.8,10.6,94.9
63,133,9.2,4,10,37.1,19.8,93.7
63,134,8.5,5,7,32.9,24.4,84.7
63,135,7.7,1,11,39.8,10.3,87.5
63,136,8.1,5,11,30.7,15.6,97
63,137,7.2,3,18,41.5,21.5,86.9
63,138,8.1,1,9,42.2,15.9,80.8
63,139,7.7,5,1,42.8,17.4,76.3
63,140,7.1,5,9,44,14.6,85.9
63,141,7.1,3,13,36,10,92.8
63,142,8.1,3,15,28.4,22.8,90.6
63,143,9,1,12,53.1,17.5,85.9
63,144,5.8,1,8,34.8,13.1,70.3
63,145,7.6,3,13,32.7,11.5,95.1
63,146,10,2,13,37.8,15.5,100
63,147,8.2,1,7,36.5,10,86.4
63,148,8.1,3,11,41.2,11.7,93.1
63,149,8.4,1,11,37.8,13.6,89
63,150,7,3,9,44,17.1,78
63,151,7.6,0,11,43.6,10.9,82.8
63,152,10,5,13,32.4,10,100
63,153,10.7,5,10,29.4,11.2,100
63,154,9.7,5,8,50.4,10,100
63,155,9.4,5,11,45.4,10,100
63,156,9.4,1,10,37.1,10,97.3
63,157,6.5,0,10,42.4,10,76.2
63,158,9,1,3,32.5,13.4,83.4
63,159,7.9,3,4,38.5,14.1,81.3
63,160,7.9,4,9,55,14,86
63,161,9.7,5,7,39.1,10,100
63,162,7.2,3,11,33.1,11.8,89.8
63,163,11,1,9,31.8,10,100
63,164,10.6,5,8,40.9,10,100
63,165,9.2,2,15,30.3,10,100
63,166,9.3,1,6,32.6,10,92.3
63,167,8.2,4,14,26.2,10,100
63,168,6.5,3,14,26.1,10,92.6
63,169,7.4,5,18,33.1,10,100
63,170,9.6,6,7,47.5,10,100
63,171,9.3,2,6,30.2,10,95.9
63,172,9,1,8,30.5,10,94
63,173,8.3,3,10,36.2,10,95.7
63,174,9.7,4,6,34.3,10,100
63,175,6.8,0,11,41.8,10,79.5
63,176,8.1,1,13,37.4,10,93
63,177,8.6,0,6,33.5,10,85.8
63,178,10.5,3,8,32.4,10,100
63,179,8.3,1,7,39.4,10,86.1
63,180,9.6,6,8,19.8,10,100
64,1,7.8,4,13,43.4,62.6,37.1
64,2,8,5,10,50.7,57.8,39.8
64,3,8.6,4,5,56.7,69.1,21.6
64,4,6.5,5,7,55.3,57.9,25.8
64,5,6.7,3,10,41.5,52.9,34.4
64,6,10.1,0,15,53.3,61.3,42.4
64,7,7.9,1,6,44.7,63.5,20.3
64,8,10.4,2,6,56.7,60.5,37.6
64,9,7.1,4,12,66.8,58.7,30.1
64,10,8,5,9,40.1,53.7,45.4
64,11,8.5,3,7,47.1,56.1,36.9
64,12,6.4,4,7,46.6,51,31.9
64,13,8.9,0,10,66.5,59.7,27.1
64,14,6.5,4,9,66.8,48,33.1
64,15,6.5,4,5,34.4,61.2,22.5
64,16,8.4,2,8,54.8,58.8,30.3
64,17,9,1,14,52.2,52,46.7
64,18,9,2,13,46.4,49.4,52.2
64,19,5,3,13,38.7,58.2,23.4
64,20,9.2,4,10,58.4,50.8,50.1
64,21,8.8,5,10,47.1,45.6,58.2
64,22,8.1,3,10,48.2,52.2,41.8
64,23,8.6,5,4,48,42.4,51.6
64,24,7.2,1,14,51.1,52.1,36
64,25,8,2,14,46.4,52.8,43.8
64,26,8.5,4,10,57.1,53,43.6
64,27,8.7,1,12,38.5,49,48.6
64,28,7.8,2,14,50.8,55.3,39
64,29,8.1,3,7,51.3,49.3,40.3
64,30,8.4,3,19,54.6,42.9,62.9
64,31,7,2,2,62.7,49.2,21.6
64,32,8.4,4,12,51.6,50.4,49.8
64,33,8.1,2,11,51.9,56.8,35.1
64,34,7.1,1,7,60,52.1,24
64,35,8.6,3,6,43.8,49,43.9
64,36,9.4,5,10,42.2,37.8,70.5
64,37,4.9,3,7,44.4,45.8,26.1
64,38,8.5,2,12,37.9,52.4,46.7
64,39,9,2,7,34.2,54.2,42.3
64,40,7.2,1,6,51.2,43.4,34.5
64,41,6,7,8,56.3,45.2,41.9
64,42,9.7,3,10,56.4,49.8,51.6
64,43,8.9,5,13,44.7,46.6,62
64,44,7.6,5,8,55.6,47.1,44.8
64,45,8.2,6,15,41,48.1,62.6
64,46,6.8,1,11,55.2,46.9,33.6
64,47,10.5,0,10,48.9,59.4,41.2
64,48,8.8,3,14,46.4,53.7,50.5
64,49,7.8,2,12,45.9,41,52
64,50,8.5,4,10,68.4,47.5,46.2
64,51,8,4,14,40,35.2,68.1
64,52,7.3,2,5,42.9,44.5,36.9
64,53,10.5,2,15,44.3,47.2,66.5
64,54,8.5,3,8,44.6,48.1,46.8
64,55,9.6,3,15,51.3,46,62.9
64,56,8.5,2,11,44.8,49.2,47.2
64,57,8.6,1,9,44.4,35.9,55.9
64,58,8.2,5,11,41.8,49.1,53.6
64,59,6.6,3,7,42,42,40.5
64,60,7.8,5,9,42.8,47.3,50.2
64,61,7.2,2,13,53.6,33.9,54.8
64,62,9.3,5,14,42.3,43.6,69.6
64,63,9.6,5,9,52.1,43.5,62
64,64,7.1,4,10,34.1,40.4,53.6
64,65,7.4,8,13,51.5,38.9,66.4
64,66,10,2,8,32.4,40.8,63.3
64,67,9.7,5,10,36.1,39.2,72.5
64,68,9.9,1,4,37.4,44.4,50.1
64,69,8.5,1,11,57.6,33.1,57.1
64,70,8,4,8,48.9,36,57.1
64,71,8.9,6,13,42.8,31.2,80.6
64,72,9.2,4,7,41.5,31.6,69.5
64,73,6.4,2,10,53.4,38.3,41.8
64,74,6.5,1,11,27.7,38,48.1
64,75,10.7,2,6,48.6,39.4,62.3
64,76,9,3,12,28,37.9,69.4
64,77,9.3,6,8,36.4,34.1,74.9
64,78,10.1,2,11,29.7,32.5,76.9
64,79,8.1,4,11,44.1,29.5,69.4
64,80,7.2,1,11,39.5,31.1,55.9
64,81,7.6,1,12,49.2,41.8,46.6
64,82,9.1,1,13,39.7,31.9,69.3
64,83,6.2,0,16,47.2,41.5,41.5
64,84,8.4,6,14,50.1,41.2,66.6
64,85,7.3,6,8,59.4,29,62.6
64,86,6.7,4,8,41.6,33.9,53.1
64,87,10.6,4,16,31.9,25.6,97.8
64,88,6.9,2,11,44.4,28.8,57.6
64,89,7.5,4,8,52.2,34.7,54.8
64,90,8.7,0,10,53.6,33,56.1
64,91,6.7,3,13,52,25.3,63.6
64,92,8.9,1,14,45.7,40.2,59.6
64,93,6.1,5,9,13.4,27.5,66.8
64,94,9.5,3,9,35.7,31.8,72.3
64,95,10,4,8,51.1,30.4,74.2
64,96,8,3,9,32.5,26.7,69.6
64,97,7.9,2,10,36.5,18.4,75
64,98,9.1,5,11,35.9,23.8,85.7
64,99,8.3,2,5,47.5,24.2,62.3
64,100,6.4,0,9,59.6,30.5,41.6
64,101,12.4,4,12,53.2,28.4,95.5
64,102,7.7,3,14,53,20.4,75.4
64,103,8.1,2,11,36.7,27.8,68.1
64,104,10,4,7,31.4,25.7,82.5
64,105,8.7,2,10,47.1,21.1,74.1
64,106,8.2,5,9,55.3,29.5,67.1
64,107,6.7,1,7,47.1,25.7,51.2
64,108,7.5,3,6,33,26.3,62.9
64,109,9,5,10,30.8,25.2,83.6
64,110,7.6,2,11,43.8,30.1,60.7
64,111,7.9,6,11,27.4,28,79.1
64,112,9.6,4,8,30.6,19.7,87.5
64,113,8.9,3,12,31.3,22,83.5
64,114,9.2,7,12,36.5,16.6,99.7
64,115,8.2,2,11,43.6,18.4,76.4
64,116,6,2,6,37.2,28.8,48
64,117,9.8,2,10,47.7,24,77.9
64,118,8,8,6,37.2,20.8,82.5
64,119,9.3,3,15,39.6,16.2,93.8
64,120,7,5,9,40.2,21,72
64,121,8.7,3,7,33.8,26.9,70.5
64,122,7.6,1,14,47.9,23.2,68.1
64,123,10.3,4,9,38.8,17.1,93.7
64,124,6.3,3,8,30,16.3,68.7
64,125,10.4,2,9,33.5,16.2,91.3
64,126,7.5,1,7,29.9,23.5,62.7
64,127,6.9,2,16,44.9,10,83.2
64,128,9.6,3,8,26.9,14.9,90.9
64,129,8.3,1,12,40.4,19.4,75.4
64,130,9.4,7,8,56,15.4,91.9
64,131,12.5,2,12,45.5,15.2,100
64,132,8.6,3,4,29.2,16.9,77
64,133,8.3,3,7,27,19.8,76.8
64,134,8,2,8,29.6,10,82.9
64,135,9.2,1,10,35.9,12.5,86.2
64,136,7.8,2,8,33.1,21.8,68.9
64,137,8.1,3,8,35.8,19.2,75.5
64,138,9,3,11,36.8,12.7,90.9
64,139,9.7,1,13,30.5,12.2,95
64,140,8.1,3,8,45.6,10.6,81.7
64,141,9.3,2,17,22.8,13.2,100
64,142,9.8,2,5,47.8,14,81.3
64,143,8.1,4,14,39.1,10,93.8
64,144,10.1,2,10,39.3,10,95.6
64,145,7.3,6,10,47.2,11.5,85.5
64,146,8.4,3,17,41.3,13.4,93.2
64,147,7.9,5,10,27.9,10,93.2
64,148,8.2,1,9,30.4,10,83
64,149,9.6,4,8,25.3,15.5,93.5
64,150,10.1,7,10,47,10,100
64,151,8.7,6,12,40.9,10.9,98.5
64,152,8.2,2,15,40.2,10,90.7
64,153,8.9,1,7,49.4,10,79.6
64,154,9.2,4,8,32.6,17.5,87.1
64,155,9,3,10,45.4,13.4,86.7
64,156,7,2,4,44.3,11.7,66.4
64,157,7.6,4,12,29.6,10,90.7
64,158,7.5,5,7,36.3,10,84.7
64,159,7.2,2,6,49.7,11.7,68.8
64,160,9.1,1,8,28.1,10,87.8
64,161,12.4,1,7,32.2,10,100
64,162,10.1,5,7,38.9,10,99.2
64,163,9.6,5,11,43.1,10,100
64,164,10.2,4,7,42,10,97.1
64,165,8,4,13,22.5,10,96.2
64,166,7.1,4,5,34.6,10,77.3
64,167,9.3,5,11,30.9,10,100
64,168,9.5,2,7,45.4,10,86.7
64,169,9.3,2,14,29.2,10,98.7
64,170,8.8,4,8,32.2,10,92.2
64,171,9,3,7,40,10,87.6
64,172,7.9,2,10,36.2,10,83.4
64,173,10.2,1,12,24.9,10.1,99.9
64,174,9.6,1,13,32,10,95.8
64,175,9.5,6,7,37.2,10,98.7
64,176,8.3,6,7,36.5,10,91.6
64,177,10.2,4,9,36.6,10,100
64,178,8.6,2,10,22.4,10,91.1
64,179,10.4,4,11,33.8,10,100
64,180,7.5,3,9,42,10,80.5
65,1,8.1,3,11,51.8,54.2,45.2
65,2,8.5,4,18,39.8,60.8,55.8
65,3,8.9,2,11,52,62.7,39.2
65,4,8.3,1,8,53.5,57.8,33.5
65,5,7.6,2,9,48.1,58,34.6
65,6,9.5,2,12,52.6,56.5,50.2
65,7,10.1,1,13,48.4,55.2,54.5
65,8,6.4,5,6,47.3,54.7,34.3
65,9,6.6,0,9,40.2,63.1,20.5
65,10,8.8,5,8,50.6,55.9,49.4
65,11,9.2,2,19,46.9,51.5,63.7
65,12,7.7,5,11,36.2,57.2,48.7
65,13,6.2,2,14,53,48.5,40.6
65,14,8.8,7,7,42.6,61.7,49.4
65,15,7.6,5,15,42,59.5,49.3
65,16,6.5,4,11,48.4,47.8,45.4
65,17,9.6,3,11,38.3,47.8,64.3
65,18,7.4,4,12,56.9,52.2,45.4
65,19,8.1,5,8,43.1,56.7,46.1
65,20,8.2,5,7,39.7,52,50.8
65,21,8.6,0,14,56.5,58.1,39.6
65,22,10.5,2,11,41,51.7,62.5
65,23,6.5,4,8,51.5,46.9,41.9
65,24,7.1,4,7,35,45.6,49.2
65,25,7.2,5,10,32,58.3,44.4
65,26,7.7,3,10,41.6,52.5,45.8
65,27,6.7,3,9,52.7,49.7,38.4
65,28,6.7,6,13,43.3,46.6,56.7
65,29,7.8,3,8,58.2,55.7,36.8
65,30,8.4,4,13,38.1,56,53.7
65,31,8.5,2,11,35,56.9,46.5
65,32,7.8,3,12,42.1,56.1,45.2
65,33,8.9,2,11,46.1,52.4,50.7
65,34,8.9,2,5,43.3,55.7,40.5
65,35,6.6,5,12,47.9,54.7,43.3
65,36,8,2,12,46.3,41.1,57.9
65,37,7.1,4,9,43.8,45,50.2
65,38,7.2,3,10,48.7,48.1,45.6
65,39,9.7,5,15,54.5,48.5,70
65,40,7.8,1,9,39,41.5,51.9
65,41,8.7,1,7,41,42.9,52.5
65,42,9.4,5,14,39.9,51.5,67.5
65,43,7.9,2,8,42.1,48.8,45.3
65,44,9,3,10,46.2,51.8,53.1
65,45,8.6,3,15,41.2,42.4,67.8
65,46,7.1,4,10,57,42.5,50.7
65,47,5.9,6,11,45.6,51,44.2
65,48,8.6,0,10,40.9,47.5,48.8
65,49,6.5,2,5,36.9,49.2,34.1
65,50,9.1,4,10,49.7,39.4,67.6
65,51,7.6,2,11,33.1,47,51.5
65,52,8.8,3,14,44.5,42,67.6
65,53,7.7,3,10,51.1,49.4,46.5
65,54,7.8,8,10,42.3,44.3,66.8
65,55,6.9,1,11,51.7,47.1,40.2
65,56,10.5,4,12,46.7,34,85
65,57,7.6,2,6,56,40.8,45.7
65,58,8.4,5,14,58.7,38.9,69.7
65,59,8.2,3,2,46.3,44.5,45.1
65,60,7.1,2,11,34.4,46.8,48.9
65,61,8.2,2,8,42.7,32.3,63.9
65,62,8.4,2,9,48.5,37.6,59.7
65,63,6.7,2,6,47.4,42.9,40.5
65,64,6.1,2,6,54.3,47.4,30.3
65,65,7.8,4,15,48.7,33.5,72.8
65,66,7.8,1,10,48.1,33.6,58.9
65,67,9.7,2,8,35,42.8,64.4
65,68,7.8,6,8,36.4,36.5,68.6
65,69,9.5,0,10,35.8,38.9,64.4
65,70,8.6,3,13,48.8,32.4,73.2
65,71,5.5,1,16,44.4,42.6,44.7
65,72,8.7,3,8,48.8,33.2,66.8
65,73,9.3,6,14,43.6,27.1,93.4
65,74,7.5,1,9,33.2,42.8,50.4
65,75,10.2,2,12,41.4,41.4,72
65,76,9.4,4,15,41.4,28.6,89
65,77,6.8,0,9,43.8,39.3,44.4
65,78,8,1,19,45,39.5,66.4
65,79,7.4,2,9,35.3,31.9,62.4
65,80,11,2,7,41.7,39,72.5
65,81,7.3,4,6,49,35.8,55.4
65,82,7.3,4,7,49.4,32.1,60.6
65,83,8.3,2,5,34.9,30.6,64.1
65,84,7.1,0,14,41.6,25.3,67
65,85,9.4,2,13,23.2,22.2,92.4
65,86,8.2,4,8,43.2,31.4,69.3
65,87,7.5,2,9,37.8,24.7,69.5
65,88,9.9,3,12,32.4,35.4,81.3
65,89,8,1,8,56.2,35.4,53.4
65,90,8.2,3,10,49.5,35.4,64.2
65,91,6.4,2,9,27.7,27,63.2
65,92,8.2,2,14,55.1,23.3,77.1
65,93,9.1,1,14,33.9,32.6,76.3
65,94,6.1,2,6,31.5,31.4,52.1
65,95,8,1,6,54,41.5,45.5
65,96,6.7,5,11,35.2,25.4,75.1
65,97,8.3,2,9,34.8,32.9,66.9
65,98,8.5,4,10,37,21,85.8
65,99,7.9,3,4,40.9,32.1,60
65,100,7.2,3,6,34.1,32.7,59.6
65,101,7.8,3,8,32,29.2,69.7
65,102,6.9,1,9,55.3,27,57
65,103,9.1,2,9,48,26.9,74.8
65,104,8.5,3,12,44.3,16.7,88.4
65,105,9.2,6,10,45.1,29.5,84.3
65,106,7.7,2,13,46,23.5,75.4
65,107,8.1,4,10,37.1,33.8,70.3
65,108,7.2,1,8,35,21.1,68.5
65,109,8.6,7,5,43.5,28.3,78.5
65,110,9.5,4,9,42.3,23.4,86.7
65,111,9.3,3,5,44.7,24.4,76.5
65,112,9,5,14,36.7,16.1,100
65,113,9,5,13,43.4,19.1,95.5
65,114,10.5,4,10,35.5,25.3,93.8
65,115,8.9,2,12,38.3,27.3,79.1
65,116,8.1,0,11,30.2,18.6,78.9
65,117,8.9,2,12,37.8,24.6,82
65,118,8.3,0,10,55,28.3,62.7
65,119,8.2,2,15,30.8,23,84.9
65,120,7.3,2,11,24.7,21.4,77.4
65,121,8.5,2,8,40,18.7,79.8
65,122,6.5,4,15,43.7,26.1,73.7
65,123,9.4,5,13,25.8,20,100
65,124,7.8,5,7,47.2,24.1,74.6
65,125,10.2,5,10,49.2,10,100
65,126,6.5,3,13,49.1,13.8,79.6
65,127,7.9,3,8,44.5,20.7,75.6
65,128,6,5,6,39.5,15.4,73.4
65,129,8.7,4,13,34.1,20.4,92.4
65,130,9.7,1,7,42.5,14.2,86.7
65,131,10,3,6,31.6,19.4,90
65,132,7.6,3,19,38.1,17.2,93.3
65,133,8.4,0,7,26.2,19.7,75.4
65,134,9.9,1,7,39.1,14.2,89
65,135,9,6,13,29.4,10,100
65,136,11.3,3,12,28.3,14.9,100
65,137,6.7,6,14,15.7,11,100
65,138,8.3,5,15,36.5,13.2,100
65,139,8.4,3,13,37,14.2,93.6
65,140,8.3,2,11,38.9,10,91.1
65,141,9.5,4,13,51.6,11.2,100
65,142,9,2,12,48.3,13,91.4
65,143,8.1,5,12,45.8,10,97.4
65,144,9.7,3,7,38.8,21.2,86
65,145,8.6,2,10,47.4,10,90
65,146,10.1,0,11,36.3,10,97.8
65,147,9.2,0,11,9.4,11.5,97.9
65,148,6,7,13,46.6,16.8,84.2
65,149,7.9,2,19,42.8,10,98.5
65,150,8.2,3,13,24.6,17.2,92.5
65,151,9,3,10,33.7,11.1,97.3
65,152,8.4,3,14,40.4,10,97.8
65,153,6.6,5,7,34.3,14.2,80.3
65,154,7.7,4,11,34.1,10,94.3
65,155,7.8,3,10,37.5,10,90
65,156,9.6,2,9,37.5,13.3,93.7
65,157,10.2,5,9,37.6,14.3,100
65,158,9.9,1,16,35.2,10,100
65,159,9.4,5,14,35.9,10,100
65,160,8.9,3,10,42.8,10,95.5
65,161,6.5,3,16,31.9,15.1,86.2
65,162,8.4,1,6,49.5,10,80.5
65,163,10.1,4,9,42.7,10.6,100
65,164,8.3,3,10,38.7,10,92.6
65,165,8.6,4,6,33.8,10,93.3
65,166,7.5,2,10,31.7,10,87.3
65,167,7.8,5,12,47,10,95
65,168,5.7,2,11,34.8,12.4,74.2
65,169,9.1,1,12,30.4,10,97.2
65,170,8.2,2,14,34.7,10,95.9
65,171,8.3,2,10,42.4,10,89.3
65,172,9.6,5,6,40.8,10,99.9
65,173,8.2,4,9,38.7,11.1,92.3
65,174,7.7,2,13,29.6,10,92.6
65,175,7.5,1,7,39.9,10,78.9
65,176,7.4,3,8,34,10,85.6
65,177,8.5,1,9,35.2,10,88.7
65,178,8.3,3,10,36.2,10,93.5
65,179,8.9,4,10,50.9,10,95.4
65,180,10.3,3,9,31,10,100
66,1,8.3,3,8,27,54.3,47.9
66,2,9.4,2,5,42.4,66.6,32
66,3,7.5,1,8,46.5,63.1,24.4
66,4,8.5,5,14,56.6,69.7,39.3
66,5,7.9,2,13,59.3,54.2,41.8
66,6,7.7,5,7,48.7,54,43.1
66,7,7.8,4,5,43.7,54.8,38.8
66,8,7.5,2,11,56.6,57.4,34.3
66,9,7.7,1,17,52.6,52.2,47
66,10,9.2,2,8,47.9,55,45
66,11,7.3,4,5,38.4,53.3,38.9
66,12,7.1,0,13,53.7,62.4,25.3
66,13,8.2,1,9,41,50.1,44.5
66,14,6.9,3,10,47.4,57.6,33.9
66,15,5.8,3,9,41.1,63.1,21.9
66,16,9.1,3,6,56,47.8,49.5
66,17,8.5,2,15,60.7,56.5,45.4
66,18,7.3,1,4,50.2,69.8,10.8
66,19,6.2,2,9,45.5,58.5,25.5
66,20,8.4,3,4,44.7,56.7,36.8
66,21,7.4,3,9,56.1,53.7,37.5
66,22,7.8,2,7,50,60.5,29.4
66,23,9.4,2,13,35.6,51.5,59.5
66,24,8.4,3,13,43.5,44.3,60.9
66,25,8.2,1,4,55.6,50.5,34.2
66,26,7.8,0,7,48,51.2,33.9
66,27,6.5,5,8,55.3,54.3,35.1
66,28,6.4,2,9,36.2,60.5,27.1
66,29,8.8,2,9,50.8,55.6,42.9
66,30,7.9,2,13,46,39.1,60.3
66,31,9.2,0,10,57.6,54.2,41
66,32,7.9,0,12,48.9,49.4,42.7
66,33,9.1,2,10,43.9,52.6,50.4
66,34,7.2,3,12,49.1,50,45.6
66,35,7.6,4,12,42.5,53,48.8
66,36,7.6,6,10,47.9,42.1,61.1
66,37,9.6,4,11,43.9,53.2,59.1
66,38,8.2,1,10,51.9,55.9,37.2
66,39,8.8,3,10,40.9,35.3,69.4
66,40,7.4,1,9,48.7,40,48
66,41,9.6,1,15,46.9,47.5,61.7
66,42,9.5,2,11,44.5,46.1,60.8
66,43,6.9,2,12,53.5,37.5,52.5
66,44,9.1,4,4,31.7,44.7,58.9
66,45,8.2,4,10,47.1,48.9,53.1
66,46,9,3,13,57.9,58.4,47.2
66,47,9.9,0,8,53.3,44.6,53.6
66,48,8.7,2,8,32.3,44.2,56.9
66,49,5.8,2,8,36.7,44.8,37.4
66,50,8.9,3,17,29.1,47.8,69.4
66,51,9.5,4,14,64,34.8,75.7
66,52,9.7,4,9,55.6,32,75.2
66,53,9.1,2,12,55.2,36.7,66.2
66,54,7.4,5,6,47,38.2,56.3
66,55,8.3,4,3,48.5,43.7,49.5
66,56,6.9,1,5,40.9,41.3,40.3
66,57,8.7,3,15,36.2,43,68.3
66,58,8.5,5,13,44.2,36.5,74.2
66,59,6.6,1,5,49.6,38.9,38.7
66,60,10.3,0,11,37.3,37.5,70.6
66,61,8.1,4,14,44.6,37.4,69.6
66,62,7.4,3,7,36.3,35.4,58.3
66,63,5.9,0,4,42.8,36,35.2
66,64,9.5,5,13,55.7,33.1,80.7
66,65,8.4,2,11,45.5,37.3,62.7
66,66,9,3,8,38.9,37.3,66.4
66,67,8.5,1,8,51.5,35.1,57.6
66,68,7.4,0,9,40.3,33.8,53.9
66,69,10.1,4,11,38.1,31.1,85.5
66,70,9,3,7,49.6,40.3,59.5
66,71,8.5,5,8,48.7,36,66.9
66,72,6.2,5,11,32.7,44.5,52.8
66,73,6.3,1,6,52.4,40.2,36.2
66,74,8.7,4,8,33.5,38,67.5
66,75,7.9,5,13,45.5,20.4,86.6
66,76,9.3,2,7,41.3,36.9,64.1
66,77,8.4,3,8,36.2,29.9,70.5
66,78,8.2,4,8,49.4,28.4,70
66,79,9.9,2,13,44.9,27.3,84
66,80,9.1,4,6,58.5,33.6,65.4
66,81,8.8,2,10,43.2,30.7,70.6
66,82,7.6,1,11,39.9,25.5,68.4
66,83,10.8,2,10,37.8,41,74
66,84,9.1,6,12,43.7,33.8,81.7
66,85,7.3,4,7,51.4,32.7,58.7
66,86,7.2,2,6,48.7,39.8,45.5
66,87,9.3,2,11,28.9,30.6,78.7
66,88,5.8,2,6,47.5,33.3,43.9
66,89,9.1,3,9,36.7,33,72.8
66,90,7.2,0,11,44,34.2,53.5
66,91,8.1,5,8,39.6,27.8,75.4
66,92,7.1,6,11,32.2,27.3,78.1
66,93,9,4,5,34.9,31.5,71.6
66,94,7.2,2,12,26.9,33,65.6
66,95,6.8,5,7,43.3,37.1,55.7
66,96,7.6,4,11,40.6,28.3,72.7
66,97,6.3,2,7,46.5,34.8,46.6
66,98,7.5,1,16,46.9,27.1,70.8
66,99,8,6,11,38.3,31.9,77.2
66,100,7.5,5,10,66.1,30.7,64.7
66,101,8.3,2,13,40.3,26.1,77.1
66,102,8.9,2,13,35.6,28.1,80
66,103,8.6,3,4,39,24.4,71.7
66,104,8.1,1,6,51.4,21.4,66.2
66,105,10.5,4,2,54.8,27,76.2
66,106,8.6,2,6,25,27.1,72.7
66,107,8.2,2,12,31.7,14.6,88.7
66,108,6.9,5,7,41.5,19.6,74.6
66,109,7.9,1,12,42.1,28.4,68.2
66,110,10.3,5,11,38.8,21.8,98.7
66,111,9.6,3,11,31.4,24.5,88.5
66,112,8.9,4,8,38,17.7,88.1
66,113,10.1,2,12,28.8,18.7,96.9
66,114,9.2,3,7,46.8,24.9,76.5
66,115,7.2,0,15,48.6,26.7,65.5
66,116,8.1,3,11,55.6,29.4,68.3
66,117,7.2,4,6,39.9,26,66.1
